what,kind,bundleId,bundleVersion,description,time
error,log,,,"Exception occurred while creating compilation participant",1292258502733
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1292258502776
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258504248
error,log,,,"Exception occurred while creating compilation participant",1292258504251
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258510982
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292258515198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258515289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258537359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258538793
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258538913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258539083
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258540857
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258540894
error,log,,,"Exception occurred while creating compilation participant",1292258540896
opened,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1292258541885
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292258544168
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258569293
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1292258597563
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258599207
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292258601265
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292258604279
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292258606272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258616764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258676061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258680632
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258684505
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258691684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258694683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258708605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292258708619
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292258717530
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292258719221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258738425
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258743923
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292258750772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258751112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258808981
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258811542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258819013
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258825595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292258825601
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258825740
error,log,,,"Exception occurred while creating compilation participant",1292258825750
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258826335
error,log,,,"Exception occurred while creating compilation participant",1292258826341
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258830540
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258836536
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292258836542
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258837373
error,log,,,"Exception occurred while creating compilation participant",1292258837379
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292258842582
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292258844198
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292258850952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258852631
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1292258866931
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258902520
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292258902557
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292258909380
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1292258909740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258926718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258943910
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292258949741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258952746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258954899
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1292258959492
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292258960339
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258967143
error,log,,,"Exception occurred while creating compilation participant",1292258967147
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258974673
error,log,,,"Exception occurred while creating compilation participant",1292258974679
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258979671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258980790
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292258980802
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1292258983501
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258988329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292258989877
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258989899
error,log,,,"Exception occurred while creating compilation participant",1292258989903
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258990704
error,log,,,"Exception occurred while creating compilation participant",1292258990718
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258995247
error,log,,,"Exception occurred while creating compilation participant",1292258995254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1292258998887
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1292258999010
error,log,,,"Exception occurred while creating compilation participant",1292258999012
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1292258999598
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1292259002690
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1292259003908
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292259012082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292259019077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292259051001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292259051055
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1292259058216
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1292259058369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292259118428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292259143574
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292259148076
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1292259169926
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292259172884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292259177896
